Client,Project,Sample_Number,Client_Sample_ID,Source,lake.name,NWIS_Station_ID,Date_Sampled,Sample_Type,Collection_Method,Temp,Stage,Record_Number,Sample_Depth,Acid Neutralizing Capacity,Air-equilibrated pH,NH4+,Calcium,Chloride,Chlorophyll a,Dissolved Inorganic Carbon,Dissolved Organic Carbon,Filtered Aluminum,Filtered Calcium,Filtered Iron,Filtered Magnesium,Filtered Potassium,Filtered Silicon,Filtered Sodium,Magnesium,Nitrate,Organic Monomeric Aluminum,pH,Potassium,Silicon,Sodium,Specific Conductance,Sulfate,Total Aluminum,Total Monomeric Aluminum,UV254
USGS Watersheds Group,ALTM,106494-02,64698,40777,Constable Pond,4253626,7/10/2018 10:40,Regular,Manual,23.9,,1802331,0,10.46522331,5.711059093,0.338999987,21.30426598,4.689700127,0.879999995,64.73464966,518.9595947,4.777177811,,,,,,,6.710445881,0,1.480000019,5.434909344,5.095232487,6.62621212,20.16693306,12.06999969,22.73579979,9.465988159,2.619999886,0.199000001
USGS Watersheds Group,ALTM,106592-02,65098,40777,Constable Pond,4253626,9/20/2018 10:20,Regular,Manual,20.3,,1803454,0,-12.37488842,5.977462769,0.241999999,26.30407143,6.529799938,,96.18195343,612.7519531,4.112469673,,,,,,,7.66024828,0,1.120000005,5.510190964,5.166563988,2.747743607,23.92525101,11.93000031,21.89929962,9.014304161,2.019999981,0.200000003
USGS Watersheds Group,ALTM,106673-04,65387,40777,Constable Pond,4253626,11/15/2018 11:40,Regular,Manual,3.5,,1900211,0,-2.973203897,4.36122179,1,26.99804115,6.812099934,,75.7915802,773.2772217,13.18823338,,,,,,,8.347488403,3.913199902,4.079999924,5.0484519,5.967298031,63.55485153,25.42129326,16,29.14970016,14.30529785,5.920000076,0.31400001
USGS Watersheds Group,ALTM,106732-02,65593,40777,Constable Pond,4253626,2/14/2019 12:53,Regular,Manual,0.5,,1900764,0,-19.87831688,4.50712204,1.649999976,23.08929825,5.781400204,,97.74723816,626.0652466,14.63753128,,,,,,,6.236014843,17.07760048,4.25,4.78340435,4.782124519,72.41222382,20.71780205,18.12000084,27.40670013,15.79853821,6.940000057,0.272000015
USGS Watersheds Group,ALTM,106774-02,65703,40777,Constable Pond,4253626,4/2/2019 10:43,Regular,Manual,1.2,,1901111,,2.028396845,4.951357841,2.24000001,22.84681129,4.891900063,,112.6591034,617.4478149,14.03592587,,,,,,,6.583544254,16.54159927,4.929999828,4.839292049,5.849300385,76.61585999,21.84732246,17.98999977,22.71220016,14.8256321,7.670000076,0.286000013
USGS Watersheds Group,ALTM,106824-02,65919,40777,Constable Pond,4253626,5/1/2019 11:00,Regular,Manual,7.8,,1901251,0,8.507536888,5.060638428,1.559999943,19.77090454,6.165800095,,73.61849213,628.9377441,12.7796154,,,,,,,5.784718037,7.544499874,4.46999979,4.992742062,5.440351009,49.95478058,17.26072884,15.06000042,21.25499916,12.80778027,7.53000021,0.296000004
USGS Watersheds Group,ALTM,106934-02,66319,40777,Constable Pond,4253626,7/23/2019 10:40,Regular,Manual,24.4,,1902051,,-10.35581684,5.65843153,0.797999978,21.42580986,4.39109993,,86.38224792,617.1730957,5.549741268,,,,,,,6.008862495,0,2.660000086,5.342759132,3.355126143,24.73275757,18.89166832,11.89999962,18.79290009,11.1645298,4,0.279000014
USGS Watersheds Group,ALTM,106998-02,66463,40777,Constable Pond,4253626,9/12/2019 10:27,Regular,Manual,18.4,,1902581,,14.46678257,5.657390118,0.112000003,20.18148613,5.215899944,,62.72808456,675.8630371,5.635696411,,,,,,,6.097087383,0.467500001,2.400000095,5.326746464,3.214096308,27.15539932,19.96745872,12.11999989,18.3654995,11.0983696,3.950000048,0.284999996
USGS Watersheds Group,ALTM,107091-02,66735,40777,Constable Pond,4253626,11/11/2019 11:22,Regular,Manual,3.7,,2000387,0,-15.06257248,4.985198498,1.120000005,21.57861328,6.147299767,,80.47078705,894.3040161,15.1942482,,,,,,,5.994263649,2.198999882,6.130000114,4.924196243,5.863547325,59.56925201,17.74523544,15.98999977,22.8635006,16.44061661,8.979999542,0.412999988
USGS Watersheds Group,ALTM,107137-02,67001,40777,Constable Pond,4253626,2/5/2020 12:00,Regular,Manual,0.1,,2000923,0,,,,22.39473343,6.466100216,,89.97075653,526.4613037,,,,,,,,6.41887188,19.56159973,4.380000114,,4.867138386,74.69087982,19.79050255,,25.87789917,12.29972458,7.340000153,0.237000003
USGS Watersheds Group,ALTM,106150-02,63504,40826,Limekiln Lake,4253160,11/1/2017 10:28,Regular,Manual,13,,,,31.59854126,6.602285385,0.610000014,40.83484268,28.41790009,0.819999993,101.127594,319.5185852,3.754946709,,,,,,,11.232934,1.583400011,-0.094300002,6.168317318,5.651562691,35.82723236,43.0085907,16.03000069,17.8932991,1.571526051,0.266000003,0.089000002
USGS Watersheds Group,ALTM,106298-01,63954,40826,Limekiln Lake,4253160,2/8/2018 11:40,Regular,Manual,0.1,,,0,35.93689346,6.198589325,2.920000076,34.81871414,19.49970055,1.720000029,133.7072296,418.7644958,7.301821709,,,,,,,9.906294823,13.97369957,1.370000005,5.684638977,6.288410187,55.06126785,34.71340179,14.39999962,19.83769989,6.911949635,2.269999981,0.156000003
USGS Watersheds Group,ALTM,106353-01,64134,40826,Limekiln Lake,4253160,4/5/2018 10:10,Regular,Manual,3.3,,,0,31.50283623,6.658741474,2.730000019,38.01909637,22.8914,0.730000019,141.2505951,386.5178833,5.897681236,,,,,,,10.26596928,12.6524,1.120000005,6.063777447,5.814669132,55.63749313,37.67402267,16.37000084,19.5343,5.487410545,1.679999948,0.14
USGS Watersheds Group,ALTM,106418-01,64463,40826,Limekiln Lake,4253160,5/8/2018 9:45,Regular,Manual,10.7,,,0,61.84030151,6.715418339,2.150000095,42.35827637,30.95170021,0.649999976,126.2970963,354.4128418,4.473485947,,,,,,,10.93321514,10.54730034,0.56400001,6.214082241,5.279868126,51.96311951,43.72891235,18.70999908,18.59250069,6.653011799,0.952000022,0.120999999
USGS Watersheds Group,ALTM,106493-04,64696,40826,Limekiln Lake,4253160,7/9/2018 12:50,Regular,Manual,26,,1802330,0,76.58979034,6.517339706,1.019999981,43.56132889,36.52529907,0.769999981,113.1087112,330.2591248,1.497601271,,,,,,,11.63194847,3.802000046,0.197999999,6.520493984,5.891356468,39.12065506,49.55307007,19.01000023,18.63829994,2.297555685,0.602999985,0.086999997
USGS Watersheds Group,ALTM,106575-01,65020,40826,Limekiln Lake,4253160,9/11/2018 9:58,Triplicate,Manual,14.3,,1803312,0,48.06244278,6.676445484,0.67900002,43.3079834,35.83110046,,117.6380539,355.50354,1.591877341,,,,,,,13.04999828,0,0.101000004,6.326210022,5.923573494,11.30360603,49.30701447,17.43000031,16.82349968,1.514240146,0.654999971,0.078000002
USGS Watersheds Group,ALTM,106575-02,65021,40826,Limekiln Lake,4253160,9/11/2018 10:01,Triplicate,Manual,14.3,,1803313,0,73.71457672,6.673547745,-0.167999998,43.63468552,35.29629898,,116.3308716,345.3208618,1.22094214,,,,,,,12.96466923,0,0.109999999,6.315382957,5.842372894,11.24642467,47.1762085,17.34000015,16.00510025,1.294312,0.619000018,0.077
USGS Watersheds Group,ALTM,106575-03,65022,40826,Limekiln Lake,4253160,9/11/2018 10:04,Triplicate,Manual,14.3,,1803314,0,47.44869614,6.642825603,1.080000043,42.5296669,35.86399841,,117.4715347,348.7511597,1.316549659,,,,,,,12.92882347,0,0.090400003,6.326430321,6.161530972,11.31194782,47.0380249,17.72999954,16.17259979,1.294992685,0.639999986,0.077
USGS Watersheds Group,ALTM,106657-01,65306,40826,Limekiln Lake,4253160,11/6/2018 10:50,Regular,Manual,7.2,,1900127,0,20.73267174,6.322041988,1.00999999,43.2556839,35.03789902,,95.41596222,319.0856323,5.726153374,,,,,,,11.94503784,3.190799952,0.00657,6.233734131,6.074599743,38.53809738,47.6303215,17.79999924,18.54710007,1.675452828,0.344999999,0.075000003
USGS Watersheds Group,ALTM,106729-01,65568,40826,Limekiln Lake,4253160,2/11/2019 10:45,Regular,Manual,2.5,,1900754,0,35.99821472,6.183285236,3.00999999,36.94712448,27.27319908,,135.8803253,406.7750549,5.867760181,,,,,,,9.830733299,10.57429981,1,6.009093761,4.592989445,54.33795547,38.50240326,16.93000031,19.44499969,7.13484621,1.669999957,0.141000003
USGS Watersheds Group,ALTM,106781-01,65744,40826,Limekiln Lake,4253160,4/8/2019 9:53,Regular,Manual,4.5,,1901168,0,29.00677299,6.623889446,2.119999886,42.77395248,33.62779999,,159.4095917,363.3632813,5.255272865,,,,,,,11.18821812,9.014800072,1.100000024,6.104775906,5.262751579,53.24675369,45.57302475,18.77000046,18.64669991,4.93262291,1.610000014,0.115000002
USGS Watersheds Group,ALTM,106845-01,65972,40826,Limekiln Lake,4253160,5/14/2019 9:25,Regular,Manual,10.4,,1901427,0,33.82241821,6.702897549,0.874000013,40.34570313,43.88330078,,75.93312073,339.117981,3.859507561,,,,,,,10.73918438,7.243400097,0.879999995,6.322872162,5.007302284,49.48786163,52.04679108,19.57999992,18.19869995,4.812794685,1.149999976,0.123000003
USGS Watersheds Group,ALTM,106911-01,66233,40826,Limekiln Lake,4253160,7/11/2019 9:53,Regular,Manual,25,,1901977,,78.01487732,7.002221584,0.783999979,44.5479126,45.28170013,,108.8291473,365.8027954,2.32894969,,,,,,,11.77926159,1.259199977,0.216000006,6.441457272,5.530928612,39.83879471,54.91342926,19.62999916,16.60910034,4.853960991,0.621999979,0.111000001
USGS Watersheds Group,ALTM,106989-01,66433,40826,Limekiln Lake,4253160,9/5/2019 10:03,Regular,Manual,17.3,,1902532,0,76.15749359,6.827987194,0.173999995,46.30995178,46.40069962,,118.2625046,380.6730347,1.330102801,,,,,,,12.12278366,0.411300004,0.104999997,6.338583469,5.014194965,32.04905319,55.79313278,19.95999908,17.57360077,1.405701756,0.58099997,0.107000001
USGS Watersheds Group,ALTM,107084-01,66714,40826,Limekiln Lake,4253160,11/5/2019 11:37,Regular,Manual,8.3,,2000377,0,69.43769073,6.845540524,1.49000001,42.0836792,41.53730011,,93.1845932,405.0932007,2.225576401,,,,,,,10.85801792,2.405400038,0.569000006,6.302722454,5.304112434,37.47478485,47.36242294,18.80999947,17.85720062,2.603911638,1.019999981,0.126000002
USGS Watersheds Group,ALTM,107132-01,66990,40826,Limekiln Lake,4253160,2/4/2020 11:00,Regular,Manual,1.9,,2000910,0,,,,32.15987015,26.53380013,,116.2559357,448.7797241,,,,,,,,9.042170525,9.737999916,2.599999905,,4.084916115,53.14099503,36.24235535,,16.55170059,7.603950977,3.440000057,0.180000007
USGS Watersheds Group,ALTM,106146-03,63475,40850,Squaw lake,4253097,10/18/2017 10:25,Regular,Kemmerer,13.3,,,0.5,20.47922134,6.321454048,0.469999999,27.02306366,5.590799809,1.559999943,64.85954285,291.3517151,2.028566837,,,,,,,11.91923428,0.298799992,-0.151999995,5.999083042,3.750311375,29.63105011,17.08434868,10.38000011,17.9552002,3.389174223,0.217999995,0.083999999
USGS Watersheds Group,ALTM,106151-11,63501,40850,Squaw lake,4253097,11/1/2017 12:17,Regular,Manual,9.3,,,0.5,26.5317688,6.379079342,0.728999972,27.13550758,6.124400139,1.25999999,62.90293121,321.7915649,2.431007862,,,,,,,11.85811996,0.877600014,-0.026799999,5.967029095,3.822153568,30.3935051,17.15888977,10.68999958,17.82049942,2.124248981,0.405999988,0.093999997
USGS Watersheds Group,ALTM,106228-05,63798,40850,Squaw lake,4253097,12/6/2017 11:20,Regular,Manual,2.2,,,0.5,18.24843025,6.532999039,1.769999981,29.0851078,7.583000183,0.150000006,71.73681641,327.436615,1.736762643,,,,,,,12.59214687,2.565999985,0.277999997,5.862951756,4.040158272,35.94667435,17.8943615,11.09000015,18.8057003,2.308007002,0.772000015,0.107000001
USGS Watersheds Group,ALTM,106311-10,63975,40850,Squaw lake,4253097,2/13/2018 13:10,Regular,Manual,0.7,,,0.5,5.112772465,6.358360767,4.25,29.729599,6.177499771,0.230000004,106.7226715,382.2050171,4.683133125,,,,,,,12.5776844,13.63080025,0.731000006,5.906698227,4.508535862,42.27945709,19.01903343,12.60000038,21.99419975,3.300334454,1.220000029,0.134000003
USGS Watersheds Group,ALTM,106362-01,64144,40850,Squaw lake,4253097,4/10/2018 10:25,Regular,Kemmerer,0.2,,,0.5,24.16746521,6.327798367,2.569999933,22.73711205,5.272299767,0.620000005,119.43647,252.2111969,5.39191103,,,,,,,9.85286808,15.42780018,0.889999986,5.609181404,3.255005598,47.3739624,16.76755905,11.57999992,18.13710022,3.781556368,1.620000005,0.103
USGS Watersheds Group,ALTM,106408-09,64416,40850,Squaw lake,4253097,5/1/2018 10:48,Regular,Kemmerer,4.7,,,0.5,45.85493851,6.457054615,2,30.49353218,5.562200069,0.400000006,173.7636261,339.5093079,3.584610224,,,,,,,12.53945446,9.571299553,0.903999984,5.851415634,3.998842239,48.35539627,17.3086071,13.03999996,19.09729958,4.287847042,1.549999952,0.131999999
USGS Watersheds Group,ALTM,106495-09,64711,40850,Squaw lake,4253097,7/11/2018 11:29,Regular,Kemmerer,24.6,,1802365,0.5,39.83419037,6.220915794,0.924000025,28.94517899,9.043199539,,50.52216721,311.9252625,1.735501289,,,,,,,12.00997543,3.176300049,-0.486999989,6.304720402,3.740099907,35.34825134,17.31096458,12.05000019,19.1609993,1.935885906,0.289999992,0.088
USGS Watersheds Group,ALTM,106568-09,65026,40850,Squaw lake,4253097,9/5/2018 11:37,Regular,Kemmerer,24,,183205,0.5,28.91076088,6.435582161,-0.649999976,29.23193741,6.329899788,2.299999952,62.944561,301.8008423,0.55791539,,,,,,,12.94367695,0,-0.0129,6.244175911,4.17875576,33.88800812,17.90270615,11.53999996,18.80039978,1.214754462,0.505999982,0.068000004
USGS Watersheds Group,ALTM,106670-09,65365,40850,Squaw lake,4253097,11/12/2018 11:45,Regular,Kemmerer,3.6,,1900189,0.5,17.9789257,6.172536373,1.129999995,29.53264236,5.645699978,,64.92614746,330.6254578,0.983066678,,,,,,,12.99735069,0.976300001,0.101000004,6.080806732,4.028761387,35.59374237,18.23679543,9.909999847,18.80369949,2.451048136,0.372999996,0.081
USGS Watersheds Group,ALTM,106747-09,65635,40850,Squaw lake,4253097,2/28/2019 13:20,Regular,Kemmerer,0.1,,1900782,0.5,42.92898178,5.897538662,2.589999914,29.22732544,6.406599998,,191.3148346,364.6954651,3.103955269,,,,,,,12.31554604,5.690000057,0.870999992,5.893712044,3.641690254,43.76792145,17.33042526,13.51000023,20.04940033,3.09210515,1.179999948,0.128999993
USGS Watersheds Group,ALTM,106870-02,66079,40850,Squaw lake,4253097,6/11/2019 13:50,Regular,Kemmerer,18.7,,1901719,0.5,8.453540802,6.360714912,1.139999986,27.17381477,5.374400139,,46.95031357,314.7061462,2.880737543,,,,,,,11.73051548,5.1177001,0.586000025,6.001917839,4.183357239,42.81694794,17.04746056,12.13000011,18.79520035,3.225183725,0.847000003,0.108000003
USGS Watersheds Group,ALTM,106916-09,66294,40850,Squaw lake,4253097,7/18/2019 11:12,Regular,Kemmerer,24.6,,1902008,,19.07520866,6.590288639,1.200000048,26.50885963,5.708399773,,37.19224167,340.7498779,1.326957822,,,,,,,11.69338608,0,0.280999988,6.239899635,3.469462395,35.67995071,16.7970295,11.38000011,17.59189987,2.185860395,0.620000005,0.108999997
USGS Watersheds Group,ALTM,107003-09,66505,40850,Squaw lake,4253097,9/17/2019 11:58,Regular,Kemmerer,17.5,,1902652,0.5,33.58987427,6.640286446,0.514999986,26.12475395,5.816899776,,55.9257431,315.7052612,0.712104976,,,,,,,12.02606678,0.406300008,0.090000004,6.204842091,3.089366436,31.85586357,17.46047211,11.89000034,18.0734005,1.177103758,0.204999998,0.077
USGS Watersheds Group,ALTM,107095-05,66759,40850,Squaw lake,4253097,11/13/2019 12:37,Regular,Kemmerer,2.4,,2000397,0.5,58.67215729,6.517134666,1.289999962,24.35103416,5.772600174,,55.0348587,383.1125488,2.26702714,,,,,,,10.91767025,1.038499951,0.739000022,6.082912922,3.71247673,33.4990921,16.08930206,10.13000011,18.36269951,2.857913017,1.230000019,0.129999995
USGS Watersheds Group,ALTM,106146-02,63474,40852,Indian Lake,4253094,10/18/2017 10:15,Regular,Kemmerer,11.5,,,0.5,-49.79683304,5.553262234,2.079999924,19.37553596,5.364900112,1.830000043,73.34373474,651.6676636,8.00269413,,,,,,,8.311227798,0.306499988,2.150000095,5.486224651,3.789572001,32.03952026,18.45435524,8.199999809,11.14430046,10.88827419,3.210000038,0.356000006
USGS Watersheds Group,ALTM,106151-10,63499,40852,Indian Lake,4253094,11/1/2017 12:08,Regular,Manual,8.4,,,0.5,-10.33928585,5.507021904,1.659999967,20.06780243,7.179399967,0.980000019,59.63913727,758.6901245,12.82123089,,,,,,,8.600412369,2.187799931,2.950000048,5.237895489,5.515822411,43.62403488,18.68440247,10.57999992,12.6843996,12.12795734,4.090000153,0.398000002
USGS Watersheds Group,ALTM,106228-04,63797,40852,Indian Lake,4253094,12/6/2017 11:15,Regular,Manual,1.5,,,0.5,0.170901775,5.093616962,2.109999895,22.7676239,7.213799953,0.219999999,76.40769958,696.3866577,12.65974426,,,,,,,9.531583786,13.64150047,3.950000048,4.930388451,5.574905396,75.98366547,17.84141541,13.81000042,18.55060005,13.37621021,5.96999979,0.354000002
USGS Watersheds Group,ALTM,106311-09,63974,40852,Indian Lake,4253094,2/13/2018 13:05,Regular,Manual,1.1,,,0.5,-20.94247818,5.123670578,2.950000048,22.73675728,4.990699768,0.109999999,122.1757202,578.0491943,12.14876938,,,,,,,9.521755219,19.23139954,3.960000038,5.038755894,3.423771143,78.85586548,19.13503456,13.82999992,22.23819923,11.4682827,6.320000172,0.282999992
USGS Watersheds Group,ALTM,106362-02,64145,40852,Indian Lake,4253094,4/10/2018 10:33,Regular,Kemmerer,-0.3,,,0.5,9.885922432,5.014459133,0.782999992,19.25587654,4.341199875,0.209999993,83.59304047,587.6407471,10.60917187,,,,,,,8.130924225,15.07269955,4.170000076,4.983929157,4.564644814,63.928936,18.28481293,14.39000034,18.73859978,11.40709114,5.929999828,0.30399999
USGS Watersheds Group,ALTM,106408-08,64415,40852,Indian Lake,4253094,5/1/2018 10:42,Regular,Kemmerer,4.2,,,0.5,6.808242798,5.035750389,1.090000033,18.04537964,3.51970005,0.340000004,80.87043762,521.5406494,9.648720741,,,,,,,7.172625065,13.24720001,3.289999962,5.00385046,4.141783714,52.90633392,15.95701504,13.43000031,17.31889915,11.24651146,5.050000191,0.252000004
USGS Watersheds Group,ALTM,106495-08,64710,40852,Indian Lake,4253094,7/11/2018 11:20,Regular,Kemmerer,22.9,,1802364,0.5,0.658825099,5.845923901,0.971000016,17.14617157,3.029599905,,39.86488724,480.2936401,7.91105175,,,,,,,7.322001457,0,1.070000052,5.633425713,3.831594229,2.211457253,16.85773277,8.569999695,16.33329964,8.134238243,2.24000001,0.210999995
USGS Watersheds Group,ALTM,106568-08,65025,40852,Indian Lake,4253094,9/5/2018 11:30,Regular,Kemmerer,22.1,,1803204,0.5,24.95082283,6.029678345,0.893999994,17.61896896,4.258900166,0.469999999,33.33730316,439.3880005,5.87798214,,,,,,,8.153591156,0,0.783999979,5.733139515,4.063504219,5.516863346,19.21800041,8.5,16.32080078,5.1466012,1.409999967,0.163000003
USGS Watersheds Group,ALTM,106670-08,65364,40852,Indian Lake,4253094,11/12/2018 11:35,Regular,Kemmerer,2.6,,1900188,0.5,5.613251209,5.138313293,2.690000057,24.35640907,7.116700172,,58.80653763,738.0332642,10.66805077,,,,,,,10.49316978,3.64989996,3.480000019,5.216504097,4.769430637,69.6421051,20.45734787,13.39000034,20.36520004,11.76963329,4.809999943,0.330000013
USGS Watersheds Group,ALTM,106747-08,65634,40852,Indian Lake,4253094,2/28/2019 13:10,Regular,Kemmerer,-0.5,,1900781,0.5,3.979400158,4.779177666,4.090000153,21.89971924,4.428100109,,171.7404022,561.4804688,11.26198292,,,,,,,8.405968666,14.32460022,3.589999914,5.085121632,2.973265409,70.86618042,18.01387215,14.55000019,20.48539925,12.08660698,4.960000038,0.273000002
USGS Watersheds Group,ALTM,106776-09,65723,40852,Indian Lake,4253094,4/4/2019 12:10,Regular,Kemmerer,1.2,,1901144,0.5,12.8599329,5.258672714,2.460000038,21.19344139,4.427499771,,104.691124,593.9518433,11.18877029,,,,,,,8.728686333,16.37450027,4.679999828,5.018551826,3.42799139,71.16809845,18.82896805,14.92000008,18.54750061,11.74382687,6.190000057,0.291999996
USGS Watersheds Group,ALTM,106870-01,66078,40852,Indian Lake,4253094,6/11/2019 12:05,Regular,Kemmerer,19,,1901718,0.5,22.63730431,5.585315228,1.090000033,17.67717743,3.85529995,,48.56555939,533.9380493,8.941104889,,,,,,,7.599363327,0.343400002,2.539999962,5.354782104,3.362876892,19.42967606,17.70956421,11.01000023,16.45509911,9.108444214,3.589999914,0.252999991
USGS Watersheds Group,ALTM,106916-08,66293,40852,Indian Lake,4253094,7/18/2019 11:05,Regular,Kemmerer,22,,1902007,,-3.248426437,5.802163601,1.00999999,17.85085106,3.904500008,,33.70364761,612.0526123,7.221922398,,,,,,,7.488847256,0.590600014,2.349999905,5.498553276,2.05702281,11.37827587,15.67211628,8.949999809,13.4289999,10.13799286,3.220000029,0.293000013
USGS Watersheds Group,ALTM,107003-08,66504,40852,Indian Lake,4253094,9/17/2019 11:50,Regular,Kemmerer,15.4,,1902651,0.5,5.608105659,6.022727489,0.624000013,18.80610275,4.338600159,,42.32105637,532.1812744,3.847403526,,,,,,,8.07913208,0,1.529999971,5.719995975,2.358491898,14.13088226,18.11731148,10,13.69629955,6.351494789,1.950000048,0.224000007
USGS Watersheds Group,ALTM,107095-04,66757,40852,Indian Lake,4253094,11/13/2019 12:30,Regular,Kemmerer,2,,2000396,0.5,19.67359161,5.198202133,3.049999952,19.73396683,6.757999897,,68.6894989,874.4547729,13.23187447,,,,,,,7.822900295,1.468400002,5.840000153,5.087822914,4.365066528,59.57094955,14.54593372,12.10000038,15.92749977,13.76540184,8.020000458,0.42899999
USGS Watersheds Group,ALTM,106146-01,63473,40874,Brook Trout Lake,4253073,10/18/2017 10:00,Regular,Kemmerer,13,,,0.5,10.63035107,6.08315134,0.076399997,19.41726685,5.253099918,1.159999967,47.76626205,286.01474,3.641422033,,,,,,,8.231132507,0.241400003,0.111000001,5.860971451,3.530733347,35.49534225,19.10061836,8.31000042,17.34230042,4.576169014,0.683000028,0.077
USGS Watersheds Group,ALTM,106151-12,63502,40874,Brook Trout Lake,4253073,11/1/2017 12:23,Regular,Manual,9.7,,,0.5,-0.6193555,6.143476963,0.287,19.58685112,6.070099831,1.25,54.96825027,299.3779907,4.828349113,,,,,,,8.175097466,1.235999942,0.356999993,5.735387325,3.610047817,37.30730057,18.76918602,8.789999962,17.60989952,4.413503647,1.049999952,0.088
USGS Watersheds Group,ALTM,106228-06,63799,40874,Brook Trout Lake,4253073,12/6/2017 11:35,Regular,Manual,2.8,,,0.5,-2.750203133,6.348390102,2.420000076,20.79899406,6.261600018,0.479999989,67.29905701,288.8372803,3.83491993,,,,,,,8.394638062,2.855999947,0.90200001,5.68574667,3.809542418,45.15611649,19.25251198,9.659999847,18.41939926,4.900744915,1.049999952,0.097000003
USGS Watersheds Group,ALTM,106311-11,63976,40874,Brook Trout Lake,4253073,2/13/2018 13:30,Regular,Manual,0.9,,,0.5,-1.93040967,5.594760895,2.940000057,18.84492111,5.813899994,0.370000005,87.49793243,372.2304688,8.236620903,,,,,,,7.694657803,10.82530022,1.700000048,5.360438347,3.972169399,51.22995758,19.43771553,10.75,20.35250092,7.225878716,3.24000001,0.145999998
USGS Watersheds Group,ALTM,106362-03,64146,40874,Brook Trout Lake,4253073,4/10/2018 10:43,Regular,Kemmerer,0.5,,,0.5,1.983854651,5.096935272,3.00999999,16.40625191,5.816800117,0.550000012,115.589859,378.7330933,9.339989662,,,,,,,6.841187477,16.28389931,2.420000076,5.0439291,4.181271076,56.75603104,19.14316177,13.69999981,21.12989998,9.889104843,4.75,0.155000001
USGS Watersheds Group,ALTM,106408-10,64417,40874,Brook Trout Lake,4253073,5/1/2018 10:55,Regular,Kemmerer,3,,,0.5,-12.02415466,5.194129467,6.099999905,11.30631542,4.017099857,0.200000003,112.5425415,230.7134552,9.093109131,,,,,,,3.892323971,17.3987999,1.440000057,5.053868771,2.431039095,44.7516098,14.02807331,11.77999973,16.60269928,10.18816566,4.5,0.082000002
USGS Watersheds Group,ALTM,106495-10,64712,40874,Brook Trout Lake,4253073,7/11/2018 11:40,Regular,Kemmerer,23.8,,1802366,0.5,8.414272308,6.128013134,1.230000019,20.84146309,5.375800133,,38.94902802,263.8925781,4.313739777,,,,,,,8.63485527,2.970900059,-0.363000005,6.185746193,3.804081202,39.67424393,19.29727745,10.39000034,18.48310089,3.854109526,0.583999991,0.064000003
USGS Watersheds Group,ALTM,106568-10,65027,40874,Brook Trout Lake,4253073,9/5/2018 11:45,Regular,Kemmerer,23.3,,183206,0.5,17.67288971,6.294325352,-0.81099999,21.2052002,5.744299889,0.899999976,40.48101044,255.3584137,3.220627785,,,,,,,9.238538742,0,0.0185,6.128824711,4.13697052,34.79361725,19.61338425,9.770000458,18.18530083,2.579649448,0.586000025,0.048999999
USGS Watersheds Group,ALTM,106670-10,65366,40874,Brook Trout Lake,4253073,11/12/2018 11:52,Regular,Kemmerer,4.5,,1900190,0.5,19.97407722,6.086654186,3.75999999,23.2549057,5.370900154,,79.18858337,302.425293,3.508639097,,,,,,,9.319997787,2.694400072,0.432000011,5.920732021,4.100485802,46.54884338,20.06399536,9.149999619,18.06380081,5.307599545,0.75,0.101000004
USGS Watersheds Group,ALTM,106747-10,65636,40874,Brook Trout Lake,4253073,2/28/2019 13:30,Regular,Kemmerer,0.5,,1900783,0.5,4.811114788,5.325577736,3.529999971,18.9305954,5.915800095,,119.0284958,374.9031372,0.125864595,,,,,,,7.554371834,8.626799583,1.820000052,5.501275063,3.798308372,52.28952026,18.57950211,12.14000034,18.45350075,8.505397797,2.640000105,0.149000004
USGS Watersheds Group,ALTM,106869-01,66042,40874,Brook Trout Lake,4253073,6/6/2019 12:45,Regular,Kemmerer,16,,1901717,0.5,6.70759964,6.149699211,1.129999995,19.64659691,5.240200043,,40.39775085,296.6054382,4.815365791,,,,,,,7.873895645,5.24119997,0.811999977,5.855624676,3.984997034,48.04703903,18.26152802,10.52000046,16.91760063,5.025653362,1.289999962,0.109999999
USGS Watersheds Group,ALTM,106916-10,66295,40874,Brook Trout Lake,4253073,7/18/2019 11:20,Regular,Kemmerer,23,,1902009,,40.00518799,6.404835224,0.453999996,18.69489861,5.132400036,,32.17998886,286.7557678,3.4507339,,,,,,,8.175468445,1.238299966,0.342000008,6.057541847,3.517994165,38.86962509,18.10618401,8.840000153,15.95259953,4.400258064,0.847000003,0.089000002
USGS Watersheds Group,ALTM,107003-10,66506,40874,Brook Trout Lake,4253073,9/17/2019 12:07,Regular,Kemmerer,16.9,,1902653,0.5,14.70109367,6.570569992,0.39199999,19.6036911,5.476399899,,35.5603447,291.6347961,1.626431108,,,,,,,8.235806465,0,0.208000004,6.126904488,3.352805376,31.87556076,19.03951073,10.02000046,16.53910065,2.411989212,0.541000009,0.067000002
USGS Watersheds Group,ALTM,107095-06,66760,40874,Brook Trout Lake,4253073,11/13/2019 12:50,Regular,Kemmerer,4.4,,2000398,0.5,5.52661562,6.287882328,2.559999943,18.37624931,6.027500153,,80.70391846,342.8147278,4.01185751,,,,,,,7.67183733,2.699300051,1.190000057,5.831124783,3.871056557,38.81549072,17.62542725,9.149999619,17.1602993,5.104062557,1.929999948,0.127000004
